Código,Produto,Categoria,Valor
299,* Acúcar - Kg,DISPENSA,"R$4,00"
303,* Arroz,DISPENSA,"R$6,00"
311,* Café,DISPENSA,"R$15,99"
319,* F. Mandioca,DISPENSA,"R$4,70"
320,* F. Trigo c/ ferm,DISPENSA,"R$5,35"
321,* F. Trigo s/ ferm,DISPENSA,"R$5,00"
894,* Farinha de rosca 500g,DISPENSA,"R$6,00"
1062,* Farinha panko 500g,DISPENSA,"R$6,00"
323,* Feijão Carioca,DISPENSA,"R$9,00"
324,* Feijão Preto,DISPENSA,"R$10,00"
322,* Feijão de corda,DISPENSA,"R$8,00"
325,* Flocão,DISPENSA,"R$1,90"
334,* Macarrão - 500g,DISPENSA,"R$2,90"
346,* Sal - kg,DISPENSA,"R$1,00"
300,- Adoçante,DISPENSA,"R$4,00"
306,- Azeite - garrafa,DISPENSA,"R$21,00"
1040,- Azeitona balde,DISPENSA,"R$50,00"
117,- BATATA CHEDDAR,Alimentos,"R$19,00"
47,- COSTELA AO BARBECUE,Alimentos,"R$42,00"
35,- Calabresa Com Macaxeira,Alimentos,"R$28,00"
34,- Calabresa com fritas,Alimentos,"R$28,00"
38,- Carne de sol c/ fritas,Alimentos,"R$45,00"
39,- Carne de sol c/ macaxeira,Alimentos,"R$45,00"
312,- Catchup,DISPENSA,"R$6,00"
50,- Cupim a brejeira,Alimentos,"R$50,00"
318,- Extrato Tomate - 340g,DISPENSA,"R$3,00"
329,- M. Barbucue-500ml,DISPENSA,"R$7,00"
331,- M. Inglês - 1lt,DISPENSA,"R$10,00"
337,- M. Mostarda - 500ml,DISPENSA,"R$10,00"
333,- M. Shoyo - 1lt,DISPENSA,"R$6,50"
335,- Maionese - kg,DISPENSA,"R$12,00"
340,- Oleo - garrafa,DISPENSA,"R$11,00"
349,- Vinagre - 500ml,DISPENSA,"R$1,70"
610,- Vinho carreteiro 1lt,DISPENSA,"R$10,00"
1041,/Lac. Achocolatadinho,DISPENSA,"R$1,90"
369,/Lac. Achocolatado,DISPENSA,"R$4,90"
370,/Lac. Creme de Leite,DISPENSA,"R$2,00"
371,/Lac. Leite Condensado,DISPENSA,"R$5,80"
372,/Lac. Leite de Caixa,DISPENSA,"R$5,20"
327,/Lac. Leite em pó,DISPENSA,"R$6,40"
1067,2- AMSTEL PROMO,ZCOMBOS,"R$18,99"
997,2T óleo 20ml,MAQUINARIO,"R$1,60"
1066,3- AMSTEL PROMO,ZCOMBOS,"R$24,99"
1020,4T óleo 1L,MAQUINARIO,"R$40,00"
1049,AA Molheira,Utensilios Cozinha,"R$5,00"
926,AA Prato Almoço (12unid),Utensilios Cozinha,"R$120,00"
927,AA Prato Sobremesa (12unid),Utensilios Cozinha,"R$72,00"
618,AA Taça Paulista (24unid),Utensilios Cozinha,"R$120,00"
1048,AA Taça vinho,Utensilios Cozinha,"R$15,00"
783,ACHOCOLATADO,XCafé da Manhã,"R$0,00"
1074,ADEGA - Vinho Botticelli frisante branco 750ml,XJANTAR,"R$40,00"
147,ADEGA - Vinho Cosecha Cabernet,RECEPÇÃO,"R$50,00"
884,ADEGA - Vinho Cosecha Cabernet bar,XJANTAR,"R$50,00"
112,ADEGA - Vinho Cosecha Carmenere,RECEPÇÃO,"R$50,00"
889,ADEGA - Vinho Cosecha Carmenere bar,XJANTAR,"R$50,00"
146,ADEGA - Vinho Leon Tarapacá Cabernet,RECEPÇÃO,"R$70,00"
885,ADEGA - Vinho Leon Tarapacá Cabernet bar,XJANTAR,"R$70,00"
113,ADEGA - Vinho Leon Tarapacá Carmenere,RECEPÇÃO,"R$70,00"
888,ADEGA - Vinho Leon Tarapacá Carmenere bar,XJANTAR,"R$70,00"
145,ADEGA - Vinho Pérgola Branco,RECEPÇÃO,"R$40,00"
886,ADEGA - Vinho Pérgola Branco bar,XJANTAR,"R$40,00"
114,ADEGA - Vinho Pérgola Tinto,RECEPÇÃO,"R$40,00"
887,ADEGA - Vinho Pérgola Tinto,XJANTAR,"R$40,00"
251,ADEGA - Vinho Tarapacá Blanc,RECEPÇÃO,"R$70,00"
883,ADEGA - Vinho Tarapacá Blanc bar,XJANTAR,"R$70,00"
1075,ADEGA - Vinho botticelli branco 750ml,RECEPÇÃO,"R$45,00"
1090,ADEGA - Vinho botticelli cabernet suave 750ml,RECEPÇÃO,"R$55,00"
1089,ADEGA - Vinho botticelli chenin blanc 750ml,RECEPÇÃO,"R$55,00"
1076,ADEGA - Vinho botticelli rose 750ml,RECEPÇÃO,"R$45,00"
1091,ADEGA - Vinho botticelli tannat 750ml,RECEPÇÃO,"R$55,00"
1092,ADEGA -Vinho botticelli chenin blanc bar 750ml,XJANTAR,"R$55,00"
1086,ADEGA -Vinho botticelli branco bar 750ml,XJANTAR,"R$45,00"
1093,ADEGA -Vinho botticelli cabernet suave bar 750ml,XJANTAR,"R$55,00"
1087,ADEGA -Vinho botticelli rose bar 750ml,XJANTAR,"R$45,00"
1094,ADEGA -Vinho botticelli tannat bar 750ml,XJANTAR,"R$55,00"
293,ALMOÇO ADULTO,Hospedagem,"R$50,00"
294,ALMOÇO CRIANÇA,Hospedagem,"R$25,00"
1068,AMSTEL + CALD. FEIJÃ0,ZCOMBOS,"R$19,99"
1059,ARRUMADINHO CARNE DE SOL,Alimentos,"R$49,00"
1060,ARRUMADINHO CHARQUE,Alimentos,"R$49,00"
143,ASINHA/COXINHA DE FRANGO,Alimentos,"R$30,00"
607,AUTOMOTIVO (BRANCO) 1/4,PINTURA,"R$60,00"
1025,AUTOMOTIVO (ENDURECEDOR),PINTURA,"R$26,84"
628,Abridor coco,Utensilios Cozinha,"R$15,00"
537,Abridor vinho,Utensilios Cozinha,"R$13,00"
368,Achocolatadinho,BETANIA,"R$1,00"
465,Acido - 5L,PISCINA,"R$37,50"
134,Agua Mineral,Bebidas não Alcoólicas,"R$5,00"
218,Agua Mineral - APT,Hospedagem,"R$5,00"
135,Agua c/ Gás,Bebidas não Alcoólicas,"R$7,00"
479,Alcool Acendedor 5L,LIMPEZA,"R$55,00"
656,Alcool Combustível 500ml,LIMPEZA,"R$13,90"
480,Alcool líquido 70°-lt,LIMPEZA,"R$5,40"
466,Algicida choque,PISCINA,"R$36,60"
467,Algicida manutenção,PISCINA,"R$21,66"
629,Alho 200g,FREEZER,"R$5,00"
301,Alho triturado,DISPENSA,"R$10,00"
684,Alvejante,LIMPEZA,"R$10,00"
481,Amaciante 3L,LIMPEZA,"R$60,00"
302,Amido milho - 200g,DISPENSA,"R$4,00"
139,Amorito - Moreninha,P/ AMORITOS,"R$6,00"
140,Amorito - Sundae Chocolate,P/ AMORITOS,"R$9,00"
176,Amorito - Sundae Chocolate - RECEPÇÃO,RECEPÇÃO,"R$9,00"
141,Amorito -Sundae Morango,P/ AMORITOS,"R$9,00"
177,Amorito -Sundae Morango - RECEPÇÃO,RECEPÇÃO,"R$9,00"
25,Amorito Brigadeiro,P/ AMORITOS,"R$8,00"
9,Amorito Copinho - Sortidos,P/ AMORITOS,"R$7,00"
164,Amorito Copinho - Sortidos - RECEPÇÃO,RECEPÇÃO,"R$7,00"
668,Amorito Cremoso Amendoim - RECEPÇÃO,RECEPÇÃO,"R$6,00"
669,Amorito Cremoso Chocolate - RECEPÇÃO,RECEPÇÃO,"R$6,00"
693,Amorito Cremoso Flocos - RECEPÇÃO,RECEPÇÃO,"R$6,00"
667,Amorito Cremoso Milho Verde- RECEPÇÃO,RECEPÇÃO,"R$6,00"
165,Amorito Cremoso Morango - RECEPÇÃO,RECEPÇÃO,"R$6,00"
132,Amorito Cremosos - Chocolate,P/ AMORITOS,"R$6,00"
175,Amorito Cremosos - Chocolate - RECEPÇÃO,RECEPÇÃO,"R$6,00"
10,Amorito Cremosos - Morango,P/ AMORITOS,"R$6,00"
256,Amorito Frutas - Coco,P/ AMORITOS,"R$7,00"
166,Amorito Frutas - Coco - RECEPÇÃO,RECEPÇÃO,"R$7,00"
131,Amorito Frutas - Graviola,P/ AMORITOS,"R$6,00"
692,Amorito Frutas Cajá - RECEPÇÃO,RECEPÇÃO,"R$6,00"
289,Amorito Frutas Coco - RECEPÇÃO,RECEPÇÃO,"R$6,00"
174,Amorito Frutas Graviola - RECEPÇÃO,RECEPÇÃO,"R$6,00"
172,Amorito Gourmet Paçoca - RECEPÇÃO,RECEPÇÃO,"R$7,50"
670,Amorito Gourmet Torta Alemã - RECEPÇÃO,RECEPÇÃO,"R$7,50"
12,Amorito Kids - Uva,P/ AMORITOS,"R$4,00"
167,Amorito Kids - Uva - RECEPÇÃO,RECEPÇÃO,"R$4,00"
87,Amorito Paçoca,P/ AMORITOS,"R$6,00"
13,Amorito Premium - Ninho Trufado,P/ AMORITOS,"R$8,00"
171,Amorito Premium Brigadeiro - RECEPÇÃO,RECEPÇÃO,"R$9,00"
671,Amorito Premium Chocorito - RECEPÇÃO,RECEPÇÃO,"R$9,00"
703,Amorito Premium Crocante - RECEPÇÃO,RECEPÇÃO,"R$9,00"
168,Amorito Premium Ninho Trufado - RECEPÇÃO,RECEPÇÃO,"R$9,00"
14,Amorito Trufado - Cupuaçu,P/ AMORITOS,"R$6,00"
170,Amorito Trufado Açaí - RECEPÇÃO,RECEPÇÃO,"R$7,50"
169,Amorito Trufado Cupuaçu - RECEPÇÃO,RECEPÇÃO,"R$7,50"
15,Amorito Trufados - Açaí,P/ AMORITOS,"R$6,00"
750,Amorito Zero Cookies - RECEPÇÃO,RECEPÇÃO,"R$7,00"
699,Amorito Zero Morango - RECEPÇÃO,RECEPÇÃO,"R$7,00"
483,Aromatizante Bom ar,LIMPEZA,"R$13,00"
482,Aromatizante Coala,LIMPEZA,"R$8,00"
17,Arroz,ACOMPANHAMENTOS,"R$9,00"
304,Arroz emoções,DISPENSA,"R$7,00"
1097,Aurora Citrica,DRINKS,"R$22,90"
305,Aveia - 200g,DISPENSA,"R$3,80"
1006,Avental,Utensilios Cozinha,"R$10,00"
307,Azeitona,GELADEIRA,"R$5,00"
308,B. Cream Cracker,DISPENSA,"R$4,20"
309,B. Maisena,DISPENSA,"R$4,50"
310,B. Wafer,DISPENSA,"R$1,30"
19,BALDE DE GELO,DIVERSOS,"R$7,00"
20,BALDE DE ITAIPAVA 7 UNID.,GELO,"R$6,00"
951,BALÃO PLASTICO P,DECORAÇÃO,"R$0,00"
950,BALÃO PLASTICO PP,DECORAÇÃO,"R$0,00"
968,BALÃO TECIDO G,DECORAÇÃO,"R$0,00"
967,BALÃO TECIDO GG,DECORAÇÃO,"R$0,00"
961,BALÃO TECIDO M,DECORAÇÃO,"R$0,00"
969,BALÃO TECIDO MEIO GG,DECORAÇÃO,"R$0,00"
959,BAMBOLE,DECORAÇÃO,"R$0,00"
958,BANDEIRINHA PLASTICO NOVO,DECORAÇÃO,"R$0,00"
966,BANDEJA SACHE,DECORAÇÃO,"R$0,00"
21,BATATA FRITA,Alimentos,"R$17,00"
880,BATATA FRITA,XJANTAR,"R$17,00"
852,BATATA FRITA 200G,FONDUE PRODUTOS,"R$0,00"
893,BATATA FRITAx,xExecutivo,"R$17,00"
970,BOLAIO/LUMINARIA,DECORAÇÃO,"R$0,00"
919,BOLINHO DE CHARQUE,Alimentos,"R$13,00"
23,BOLINHO DE QUEIJO,Alimentos,"R$12,00"
901,BOLINHO DE QUEIJOx,xExecutivo,"R$12,00"
791,BOLO,XCafé da Manhã,"R$0,00"
792,BOLO BANANA,XCafé da Manhã,"R$0,00"
568,BOLO DE MACAXEIRA,Alimentos,"R$5,00"
567,BOLO DE MILHO,Alimentos,"R$5,00"
121,BOLO DE POTE,Sobremesas,"R$10,00"
957,BONECO DE MESA,DECORAÇÃO,"R$0,00"
122,BROWNIE RECHEADO,Sobremesas,"R$10,00"
124,BROWNIE TRADICIONAL,Sobremesas,"R$6,00"
822,Banana Frita,XCafé da Manhã,"R$0,00"
821,Banana da Terra,XCafé da Manhã,"R$0,00"
925,Bandeja de Ovos,Utensilios Cozinha,"R$5,00"
400,Baralho (par),JOGOS,"R$10,00"
758,Batata doce,XCafé da Manhã,"R$0,00"
215,Bilhetagem,1,"R$0,00"
350,Bisnaga Chedar,GELADEIRA,"R$20,00"
1015,Bisnaga Creeam Cheese,GELADEIRA,"R$17,00"
351,Bisnaga Requeijão,GELADEIRA,"R$17,00"
379,"Bisteca 1,100Kg",FREEZER,"R$15,00"
538,Bobina impressora,Material de escritorio,"R$4,00"
663,Bola de Futebol,JOGOS,"R$100,00"
664,Bola de Vôlei,JOGOS,"R$153,00"
402,Bola ping pong,JOGOS,"R$2,00"
403,Bola toto,JOGOS,"R$5,00"
406,Boneco totó (22),JOGOS,"R$60,00"
518,Borr panela 7lt,Utensilios Cozinha,"R$5,00"
430,Borrifador,EQUIPAMENTO,"R$8,00"
987,Borrifador Veneno,MAQUINARIO,"R$0,00"
992,Broca Fura Buraco,MAQUINARIO,"R$0,00"
814,Brusqueta,XCafé da Manhã,"R$0,00"
804,CAFÉ COM AÇUCAR,XCafé da Manhã,"R$0,00"
805,CAFÉ SEM AÇUCAR,XCafé da Manhã,"R$0,00"
575,CAIPIFRUTA - FRUTA KIWI,DRINKS,"R$13,00"
574,CAIPIFRUTA - FRUTA MORANGO,DRINKS,"R$15,00"
213,CAIPIFRUTA ACEROLA,DRINKS,"R$12,00"
224,CAIPIFRUTA CAJU,DRINKS,"R$12,00"
28,CAIPIFRUTA CAJÁ,DRINKS,"R$12,00"
212,CAIPIFRUTA GRAVIOLA,DRINKS,"R$12,00"
30,CAIPIFRUTA MARACUJÁ,DRINKS,"R$14,00"
31,CAIPIFRUTA MORANGO,DRINKS,"R$14,00"
247,CAIPIFRUTA goiaba,DRINKS,"R$12,00"
32,CAIPIRINHA,DRINKS,"R$10,00"
1050,CAIPIRINHA CLONE,DRINKS,"R$12,00"
33,CAIPIROSKA,DRINKS,"R$12,00"
1051,CAIPIROSKA CLONE,DRINKS,"R$10,00"
965,CAMISA,DECORAÇÃO,"R$0,00"
565,CANJICA,Alimentos,"R$8,00"
866,CARNE/FONDUE 150G,FONDUE PRODUTOS,"R$0,00"
851,CARNE/FONDUE 300G,FONDUE PRODUTOS,"R$0,00"
868,CARNE/FONDUE 80G,FONDUE PRODUTOS,"R$0,00"
16,CERVEJA - AMSTEL,Bebidas Alcoólicas,"R$10,00"
40,CERVEJA - BRAHMA CHOPP,Bebidas Alcoólicas,"R$11,00"
41,CERVEJA - BUDWEISER 350ML,Bebidas Alcoólicas,"R$11,00"
42,CERVEJA - HEINEKEN,Bebidas Alcoólicas,"R$12,00"
89,CERVEJA - PETRA,Bebidas Alcoólicas,"R$7,00"
120,"CERVEJA - ZERO 0,0%",Bebidas não Alcoólicas,"R$12,00"
1071,CERVEJA HEINEKEN - MANUS,Bebidas Alcoólicas,"R$0,00"
850,CESTA PÃO,FONDUE PRODUTOS,"R$0,00"
947,CHAPEU FRANJA,DECORAÇÃO,"R$0,00"
949,CHAPEU MENOR,DECORAÇÃO,"R$0,00"
948,CHAPEU TRADICIONAL,DECORAÇÃO,"R$0,00"
999,CHOCOLATE/FONDUE 145G,FONDUE PRODUTOS,"R$0,00"
860,CHOCOLATE/FONDUE 290G,FONDUE PRODUTOS,"R$0,00"
1000,CHOCOLATE/FONDUE 70G,FONDUE PRODUTOS,"R$0,00"
710,COCA-COLA FUNCIONARIO,RECEPÇÃO,"R$7,00"
288,COCO PREÇO DE CUSTO,FUNCIONARIO,"R$4,00"
46,COCO VERDE,Bebidas não Alcoólicas,"R$7,00"
608,COLA 1/4,PINTURA,"R$35,00"
1024,COLA BRANCA,PINTURA,"R$35,00"
1073,COMBO HEINEKEN+CROQUETE - MANUS,zzcombos,"R$0,00"
892,COMPOSIÇÃO BAR E RECEPÇÃO,Hospedagem,"R$0,00"
960,CORTINA DUPLA,DECORAÇÃO,"R$0,00"
899,COXINHAx,xExecutivo,"R$13,00"
713,CROQUETE COSTELA,Alimentos,"R$25,00"
572,CROQUETE COSTELA,Alimentos,"R$0,00"
1072,CROQUETE COSTELA - MANUS,Alimentos,"R$0,00"
118,CROQUETE CUPIM,Alimentos,"R$25,00"
1085,Cabide,EQUIPAMENTO,"R$1,10"
408,Cadeado 25cm,Material de escritorio,"R$80,00"
409,Cadeado 30cm,Material de escritorio,"R$10,00"
810,Calabresa a cebolada,XCafé da Manhã,"R$0,00"
911,Caldinho Charque,Alimentos,"R$12,00"
910,Caldinho Verde,Alimentos,"R$12,00"
129,Caldinho de Feijão,Alimentos,"R$12,00"
36,Caldinho de Peixe,Alimentos,"R$12,00"
837,Caldinho de camarão,Alimentos,"R$12,00"
37,Camarão alho e óleo,Alimentos,"R$42,00"
1039,Canela,DISPENSA,"R$4,50"
539,Caneta Bic,Material de escritorio,"R$1,50"
666,Caneta Piloto,Material de escritorio,"R$2,00"
436,Canudo Drink - 100,DESCARTAVEL,"R$7,00"
437,Canudo Suco - 100,DESCARTAVEL,"R$7,00"
377,Caprino (400g),ANIMAIS,"R$1,56"
811,Carme a cebolada,XCafé da Manhã,"R$0,00"
1013,Carne - Bisteca,FREEZER,"R$14,00"
778,Carne Chapa,xExecutivo,"R$41,90"
382,"Carne cupim bola 3,5kg",FREEZER,"R$115,00"
380,Carne isca kg,FREEZER,"R$30,00"
626,Carne língua,FREEZER,"R$10,00"
744,Carne moida 500g,FREEZER,"R$15,00"
676,Carne para feijão - 200g,FREEZER,"R$6,00"
381,Carne picada kg,FREEZER,"R$30,00"
808,Carne quisada,XCafé da Manhã,"R$0,00"
777,Carne Á Parmegiana,xExecutivo,"R$41,90"
988,Carrinho de Grama,MAQUINARIO,"R$0,00"
540,Cartão Fidel-50,Material de escritorio,"R$12,00"
219,Cerveja Amstel - APT,Hospedagem,"R$10,00"
1079,Cerveja Brahma - APT,Hospedagem,"R$11,00"
220,Cerveja Heineken - APT,Hospedagem,"R$12,00"
43,Cerveja Itaipava,Bebidas Alcoólicas,"R$9,00"
1070,Charque 300g,FREEZER,"R$15,00"
561,Charque 500g,FREEZER,"R$15,00"
825,Cheddar,XCafé da Manhã,"R$0,00"
726,Chá Boldo,DISPENSA,"R$4,50"
313,Chá Camomila,DISPENSA,"R$4,50"
727,Chá Cidreira,DISPENSA,"R$4,50"
728,Chá Erva Doce,DISPENSA,"R$4,50"
981,Chá Hortelã,DISPENSA,"R$4,50"
477,Cl. pó - Dicloro,PISCINA,"R$330,00"
478,Cl. pó - Hipoclorito,PISCINA,"R$300,00"
469,Clarificante - lt,PISCINA,"R$16,50"
731,Clipes (100),DESCARTAVEL,"R$2,20"
694,Clipes Drinks,EXTRAS,"R$0,00"
470,Cloro Pastilha (4),PISCINA,"R$12,00"
519,Coador,Utensilios Cozinha,"R$5,00"
760,Coalho assado,XCafé da Manhã,"R$0,00"
701,Coffe Break,Hospedagem,"R$25,00"
1021,Colher de pau,Utensilios Cozinha,"R$5,00"
314,Conf- Coco ralado,DISPENSA,"R$1,50"
316,Conf- Marshmallow,DISPENSA,"R$12,50"
317,Conf- Paçoca,DISPENSA,"R$1,00"
541,Controle Ar,Material de escritorio,"R$25,00"
542,Controle TV,GAVETEIRO,"R$15,00"
438,Copo Acr drink 300ml,DESCARTAVEL,"R$0,60"
439,Copo Acr whisky 300ml,DESCARTAVEL,"R$3,80"
695,Copo DRINK,EXTRAS,"R$0,00"
440,Copo Desc. 050ml,DESCARTAVEL,"R$2,50"
441,Copo Desc. 080ml,DESCARTAVEL,"R$2,50"
442,Copo Desc. 150ml,DESCARTAVEL,"R$5,00"
443,Copo Desc. 180ml,DESCARTAVEL,"R$5,00"
444,Copo Desc. 330ml,DESCARTAVEL,"R$8,00"
445,Copo Desc. 400ml,DESCARTAVEL,"R$7,00"
696,Copo WHISKY,EXTRAS,"R$0,00"
521,Coqueteleira,Utensilios Cozinha,"R$105,00"
48,Coxinha,Alimentos,"R$13,00"
756,Cuszuz,XCafé da Manhã,"R$0,00"
130,D.Diego Clássico - Chococo,P/ DON DIEGO,"R$9,00"
192,D.Diego Clássico - Chococo - RECEPÇÃO,RECEPÇÃO,"R$7,00"
52,D.Diego Clássico - Chocrocante,P/ DON DIEGO,"R$9,00"
179,D.Diego Clássico - Chocrocante - RECEPÇÃO,RECEPÇÃO,"R$7,00"
53,D.Diego Clássico - Crocante,P/ DON DIEGO,"R$9,00"
180,D.Diego Clássico - Crocante - RECEPÇÃO,RECEPÇÃO,"R$7,00"
54,D.Diego Clássico- Tableta,P/ DON DIEGO,"R$10,00"
181,D.Diego Clássico- Tableta - RECEPÇÃO,RECEPÇÃO,"R$7,00"
55,D.Diego Crema - Chocomalte,P/ DON DIEGO,"R$8,00"
182,D.Diego Crema - Chocomalte - RECEPÇÃO,RECEPÇÃO,"R$6,00"
56,D.Diego Crema - Coco,P/ DON DIEGO,"R$8,00"
183,D.Diego Crema - Coco - RECEPÇÃO,RECEPÇÃO,"R$8,00"
57,D.Diego Crema- Amendoim,P/ DON DIEGO,"R$8,00"
184,D.Diego Crema- Amendoim - RECEPÇÃO,RECEPÇÃO,"R$6,00"
58,D.Diego Fruteria - Cajá,P/ DON DIEGO,"R$7,00"
185,D.Diego Fruteria - Cajá - RECEPÇÃO,RECEPÇÃO,"R$4,00"
59,D.Diego Fruteria - Limão,P/ DON DIEGO,"R$7,00"
186,D.Diego Fruteria - Limão - RECEPÇÃO,RECEPÇÃO,"R$4,00"
60,D.Diego Moranguito,P/ DON DIEGO,"R$7,00"
187,D.Diego Moranguito - RECEPÇÃO,RECEPÇÃO,"R$5,00"
61,D.Diego Paletas - Banana/avelã,P/ DON DIEGO,"R$16,00"
188,D.Diego Paletas - Banana/avelã - RECEPÇÃO,RECEPÇÃO,"R$11,00"
62,D.Diego Paletas - Chocomaltine,P/ DON DIEGO,"R$18,00"
189,D.Diego Paletas - Chocomaltine - RECEPÇÃO,RECEPÇÃO,"R$13,00"
63,D.Diego Paletas - Coco com Brigadeiro,P/ DON DIEGO,"R$16,00"
190,D.Diego Paletas - Coco com Brigadeiro - RECEPÇÃO,RECEPÇÃO,"R$11,00"
51,D.Diego Paletas - Paçoca,P/ DON DIEGO,"R$16,00"
178,D.Diego Paletas - Paçoca - RECEPÇÃO,RECEPÇÃO,"R$11,00"
64,D.Diego Paletas- Morango/leite,P/ DON DIEGO,"R$16,00"
191,D.Diego Paletas- Morango/leite - RECEPÇÃO,RECEPÇÃO,"R$11,00"
943,DEC. PORTA CHAPEUZINHO,DECORAÇÃO,"R$0,00"
945,DIADEMA,DECORAÇÃO,"R$0,00"
599,DIALINE ANTIFERRUGEM (BRANCO BRILHO) GALÃO,PINTURA,"R$110,25"
600,DIALINE ANTIFERRUGEM (MARROM TABACO) GALÃO,PINTURA,"R$110,25"
598,DIALINE SECA RAPIDO (BRANCO FOSCO) GALÃO,PINTURA,"R$99,75"
1,DIÁRIA,1,"R$1,00"
228,DOCES - BROWNIE RECHEADO,RECEPÇÃO,"R$10,00"
227,DOCES - BOLO DE POTE,RECEPÇÃO,"R$10,00"
229,DOCES - BROWNIE TRADICIONAL,RECEPÇÃO,"R$6,00"
223,DOSE - Licor Menta,DOSE,"R$0,00"
68,DOSE - Pitú,Bebidas Quente,"R$6,00"
69,DOSE - Vodka,Bebidas Quente,"R$9,00"
67,DOSE - Whisky Black White,Bebidas Quente,"R$9,00"
1010,DOSE - Whisky Johnnie Red,Bebidas Quente,"R$12,00"
115,DOSE - Whisky Old Par,Bebidas Quente,"R$18,00"
225,DOSE Pitchulinha,DOSE,"R$0,00"
49,DRINK KRIPTONITA,DRINKS,"R$13,00"
690,Descascador,Utensilios Cozinha,"R$10,00"
700,Desengraxante 50ml,REFRIGERAÇÃO,"R$2,50"
484,Desinfetante - L,LIMPEZA,"R$5,50"
485,Detergente - 500ml,LIMPEZA,"R$1,50"
65,Devassa,Não Informado,"R$15,00"
257,ENXOVAL - COLCHA,RECEPÇÃO,"R$152,76"
235,ENXOVAL - FRONHA,RECEPÇÃO,"R$14,80"
233,ENXOVAL - L/CASAL,RECEPÇÃO,"R$73,85"
234,ENXOVAL - L/SOLTEIRO,RECEPÇÃO,"R$49,25"
236,ENXOVAL - TOALHA,RECEPÇÃO,"R$44,80"
244,ENXOVAL - TOALHA DE CHÃO,RECEPÇÃO,"R$22,45"
237,ENXOVAL - TOALHA/ROSTO,RECEPÇÃO,"R$22,45"
603,ESMALTE ( AMAREL0) 1/4,PINTURA,"R$30,83"
658,ESMALTE ( AMARELO TRATOR 1/4 ),PINTURA,"R$29,67"
604,ESMALTE ( AZUL FRANÇA) 1/4,PINTURA,"R$30,83"
657,ESMALTE ( AZUL MAR 750ml ),PINTURA,"R$30,83"
1027,ESMALTE ( CERAMICA 1/4 ),PINTURA,"R$29,67"
606,ESMALTE ( LARANJA 750ml),PINTURA,"R$30,83"
605,ESMALTE ( PRETO 750ml),PINTURA,"R$30,83"
659,ESMALTE ( VERDE FOLHA 750ML ),PINTURA,"R$24,46"
601,ESMALTE ( VERDE LIMÃO) 1/4,PINTURA,"R$30,83"
602,ESMALTE ( VERMELHO 750ml),PINTURA,"R$30,83"
596,EUROFER (CINZA) GALÃO,PINTURA,"R$89,25"
137,EXTRA - Almoço por pessoa (criança),Não Informado,"R$45,00"
44,EXTRA - CHAVEIRO CAMARÁS,Hospedagem,"R$60,00"
110,EXTRA - TOALHA,Hospedagem,"R$15,00"
528,Elet. Liquidificação,Utensilios Cozinha,"R$150,00"
534,Elet. Sanduicheira,Utensilios Cozinha,"R$80,00"
476,Elevador kg,PISCINA,"R$13,00"
730,Embalagem,DESCARTAVEL,"R$1,00"
678,Embalagem,DIVERSOS,"R$3,00"
623,Empanado,FREEZER,"R$1,70"
70,Energético,Bebidas não Alcoólicas,"R$14,00"
553,Esc- Bobina Ponto,ALMOXARIFADO,"R$4,00"
397,Esc- Mouse,ALMOXARIFADO,"R$20,00"
812,Escondidinho,XCafé da Manhã,"R$0,00"
543,Espanador,EQUIPAMENTO,"R$10,00"
496,Esponja de aço inox,LIMPEZA,"R$5,50"
486,Esponja dupla face,LIMPEZA,"R$0,60"
544,Etiqueta (1000),Material de escritorio,"R$45,00"
214,Eventos,1,"R$0,00"
770,Executivo Batata Fritas,PRODUTO EXECUTIVO,"R$0,00"
22,FITEIRO - Biscoito/Salgado,RECEPÇÃO,"R$4,00"
1042,FITEIRO - Pippos,RECEPÇÃO,"R$5,00"
138,FITEIRO - Amendoim,RECEPÇÃO,"R$5,00"
290,FITEIRO - Amendoim,RECEPÇÃO,"R$6,00"
24,FITEIRO - Bolsa camarás,RECEPÇÃO,"R$25,00"
45,FITEIRO - Cheetos,RECEPÇÃO,"R$6,00"
97,FITEIRO - Chocolates,RECEPÇÃO,"R$6,00"
66,FITEIRO - Doritos,RECEPÇÃO,"R$8,00"
74,FITEIRO - Freegells/Fini,RECEPÇÃO,"R$2,00"
75,FITEIRO - Fruitella,RECEPÇÃO,"R$4,00"
217,FITEIRO - KIT HOSPEDAGEM,Hospedagem,"R$2,00"
83,FITEIRO - Kit festa,RECEPÇÃO,"R$8,00"
84,FITEIRO - Kit refeição - (Prato + talher),RECEPÇÃO,"R$2,00"
86,FITEIRO - Mentos,RECEPÇÃO,"R$3,00"
90,FITEIRO - Pingo,RECEPÇÃO,"R$5,00"
1007,FITEIRO - Prato Almoço,RECEPÇÃO,"R$10,00"
583,FITEIRO - SONHO DE VALSA,RECEPÇÃO,"R$2,00"
297,FITEIRO - TAÇA DE VINHO,RECEPÇÃO,"R$15,00"
246,FITEIRO - TAÇAS ALDEIA DOS CAMARAS,RECEPÇÃO,"R$15,00"
1008,FITEIRO - Talher Almoço (Garfo/Faca),RECEPÇÃO,"R$8,00"
698,FITEIRO - Viseira Camará,RECEPÇÃO,"R$25,00"
976,FOGUEIRA,DECORAÇÃO,"R$0,00"
871,FONDUE CARNE MISTA,XJANTAR,"R$99,90"
